Stations_id; Referenzjahr; Qualitaetsniveau; Objekt_id; Phase_id; Eintrittsdatum;Eintrittsdatum_QB; Jultag;eor;
         140;          2016;             10;              123;              4;       20160503;                1;    123;eor;                                                                            
         140;          2016;             10;              123;             31;       20161108;                1;    312;eor;                                                                            
         140;          2016;             10;              123;             32;       20161112;                1;    316;eor;                                                                            
         140;          2017;             10;              123;              4;       20170416;                1;    106;eor;                                                                            
         140;          2017;             10;              123;             31;       20171016;                1;    289;eor;                                                                            
         140;          2017;             10;              123;             32;       20171023;                1;    296;eor;                                                                            
         140;          2018;             10;              123;              4;       20180417;                1;    107;eor;                                                                            
         140;          2018;             10;              123;             31;       20181007;                1;    280;eor;                                                                            
         140;          2018;             10;              123;             32;       20181030;                1;    303;eor;                                                                            
         164;          2016;             10;              123;              4;       20160429;                1;    119;eor;                                                                            
         164;          2016;             10;              123;             31;       20161028;                1;    301;eor;                                                                            
         164;          2016;             10;              123;             32;       20161110;                1;    314;eor;                                                                            
         164;          2018;             10;              123;              4;       20180419;                1;    109;eor;                                                                            
         164;          2018;             10;              123;             31;       20181015;                1;    288;eor;                                                                            
         164;          2018;             10;              123;             32;       20181109;                1;    313;eor;                                                                            
         164;          2019;              1;              123;              4;       20190418;                1;    108;eor;                                                                            
         183;          2016;             10;              123;              4;       20160508;                1;    128;eor;                                                                            
         183;          2016;             10;              123;             31;       20161019;                1;    292;eor;                                                                            
         183;          2016;             10;              123;             32;       20161103;                1;    307;eor;                                                                            
         183;          2017;             10;              123;              4;       20170429;                1;    119;eor;                                                                            
         183;          2017;             10;              123;             31;       20170924;                1;    267;eor;                                                                            
         183;          2017;             10;              123;             32;       20171025;                1;    298;eor;                                                                            
         183;          2018;             10;              123;              4;       20180503;                1;    123;eor;                                                                            
         183;          2018;             10;              123;             31;       20181001;                1;    274;eor;                                                                            
         183;          2018;             10;              123;             32;       20181021;                1;    294;eor;                                                                            
         198;          2016;             10;              123;             31;       20161030;                1;    303;eor;                                                                            
         198;          2016;             10;              123;             32;       20161103;                1;    307;eor;                                                                            
         198;          2017;             10;              123;              4;       20170501;                1;    121;eor;                                                                            
         198;          2017;             10;              123;             31;       20171010;                1;    283;eor;                                                                            
         198;          2017;             10;              123;             32;       20171029;                1;    302;eor;                                                                            
         591;          2016;             10;              123;              4;       20160502;                1;    122;eor;                                                                            
         591;          2016;             10;              123;             31;       20161024;                1;    297;eor;                                                                            
         591;          2016;             10;              123;             32;       20161103;                1;    307;eor;                                                                            
         591;          2017;             10;              123;              4;       20170506;                1;    126;eor;                                                                            
         591;          2017;             10;              123;             31;       20171030;                1;    303;eor;                                                                            
         591;          2017;             10;              123;             32;       20171116;                1;    320;eor;                                                                            
         591;          2018;             10;              123;              4;       20180422;                1;    112;eor;                                                                            
         591;          2018;             10;              123;             31;       20181031;                1;    304;eor;                                                                            
         591;          2018;             10;              123;             32;       20181107;                1;    311;eor;                                                                            
         596;          2016;             10;              123;             31;       20161010;                1;    283;eor;                                                                            
         596;          2016;             10;              123;             32;       20161028;                1;    301;eor;                                                                            
         596;          2017;             10;              123;              4;       20170410;                1;    100;eor;                                                                            
         596;          2017;             10;              123;             31;       20171002;                1;    275;eor;                                                                            
         596;          2017;             10;              123;             32;       20171016;                1;    289;eor;                                                                            
         596;          2018;             10;              123;              4;       20180422;                1;    112;eor;                                                                            
         596;          2018;             10;              123;             31;       20181008;                1;    281;eor;                                                                            
         596;          2018;             10;              123;             32;       20181027;                1;    300;eor;                                                                            
         596;          2019;              1;              123;              4;       20190412;                1;    102;eor;                                                                            
         662;          2016;             10;              123;             31;       20161014;                1;    287;eor;                                                                            
         662;          2016;             10;              123;             32;       20161102;                1;    306;eor;                                                                            
         662;          2017;             10;              123;              4;       20170430;                1;    120;eor;                                                                            
         662;          2017;             10;              123;             31;       20170928;                1;    271;eor;                                                                            
         662;          2017;             10;              123;             32;       20171023;                1;    296;eor;                                                                            
         662;          2018;             10;              123;              4;       20180420;                1;    110;eor;                                                                            
         662;          2018;             10;              123;             31;       20181008;                1;    281;eor;                                                                            
         662;          2018;             10;              123;             32;       20181024;                1;    297;eor;                                                                            
         717;          2016;             10;              123;              4;       20160511;                1;    131;eor;                                                                            
         717;          2016;             10;              123;             31;       20161101;                1;    305;eor;                                                                            
         717;          2016;             10;              123;             32;       20161113;                1;    317;eor;                                                                            
         717;          2017;             10;              123;              4;       20170520;                1;    140;eor;                                                                            
         717;          2017;             10;              123;             31;       20171028;                1;    301;eor;                                                                            
         717;          2017;             10;              123;             32;       20171111;                1;    315;eor;                                                                            
         717;          2018;             10;              123;              4;       20180428;                1;    118;eor;                                                                            
         717;          2018;             10;              123;             31;       20181008;                2;    281;eor;                                                                            
         717;          2018;             10;              123;             32;       20181113;                1;    317;eor;                                                                            
         853;          2016;             10;              123;              4;       20160502;                1;    122;eor;                                                                            
         853;          2016;             10;              123;             31;       20161101;                1;    305;eor;                                                                            
         853;          2016;             10;              123;             32;       20161129;                1;    333;eor;                                                                            
         853;          2017;             10;              123;              4;       20170419;                1;    109;eor;                                                                            
         853;          2017;             10;              123;             31;       20171016;                1;    289;eor;                                                                            
         853;          2017;             10;              123;             32;       20171123;                1;    327;eor;                                                                            
         853;          2018;             10;              123;              4;       20180418;                1;    108;eor;                                                                            
         853;          2018;             10;              123;             31;       20181015;                1;    288;eor;                                                                            
         853;          2018;             10;              123;             32;       20181106;                2;    310;eor;                                                                            
         853;          2019;              1;              123;              4;       20190417;                1;    107;eor;                                                                            
         891;          2016;             10;              123;              4;       20160427;                1;    117;eor;                                                                            
         891;          2016;             10;              123;             31;       20161030;                1;    303;eor;                                                                            
         891;          2016;             10;              123;             32;       20161112;                1;    316;eor;                                                                            
        1133;          2016;             10;              123;             31;       20161028;                1;    301;eor;                                                                            
        1133;          2016;             10;              123;             32;       20161107;                1;    311;eor;                                                                            
        1346;          2016;             10;              123;              4;       20160514;                1;    134;eor;                                                                            
        1346;          2017;             10;              123;              4;       20170516;                1;    136;eor;                                                                            
        1346;          2017;             10;              123;             31;       20170928;                1;    271;eor;                                                                            
        1346;          2017;             10;              123;             32;       20171011;                1;    284;eor;                                                                            
        1346;          2018;             10;              123;              4;       20180426;                1;    116;eor;                                                                            
        1346;          2018;             10;              123;             31;       20181008;                1;    281;eor;                                                                            
        1346;          2018;             10;              123;             32;       20181021;                1;    294;eor;                                                                            
        1412;          2016;             10;              123;              4;       20160503;                1;    123;eor;                                                                            
        1412;          2016;             10;              123;             31;       20160919;                5;    262;eor;                                                                            
        1412;          2016;             10;              123;             32;       20161008;                1;    281;eor;                                                                            
        1412;          2017;             10;              123;              4;       20170410;                1;    100;eor;                                                                            
        1412;          2017;             10;              123;             31;       20170927;                1;    270;eor;                                                                            
        1412;          2017;             10;              123;             32;       20171016;                1;    289;eor;                                                                            
        1532;          2016;             10;              123;              4;       20160429;                1;    119;eor;                                                                            
        1532;          2016;             10;              123;             31;       20161014;                1;    287;eor;                                                                            
        1532;          2016;             10;              123;             32;       20161110;                1;    314;eor;                                                                            
        1532;          2017;             10;              123;              4;       20170412;                1;    102;eor;                                                                            
        1532;          2017;             10;              123;             31;       20171023;                1;    296;eor;                                                                            
        1532;          2017;             10;              123;             32;       20171124;                1;    328;eor;                                                                            
        1532;          2018;             10;              123;              4;       20180419;                1;    109;eor;                                                                            
        1532;          2018;             10;              123;             31;       20181007;                1;    280;eor;                                                                            
        1532;          2018;             10;              123;             32;       20181021;                1;    294;eor;                                                                            
        1544;          2016;             10;              123;             31;       20161103;                1;    307;eor;                                                                            
        1544;          2016;             10;              123;             32;       20161113;                1;    317;eor;                                                                            
        1544;          2017;             10;              123;              4;       20170419;                1;    109;eor;                                                                            
        1544;          2018;             10;              123;              4;       20180419;                1;    109;eor;                                                                            
        1544;          2018;             10;              123;             31;       20181020;                1;    293;eor;                                                                            
        1550;          2016;             10;              123;             31;       20160930;                1;    273;eor;                                                                            
        1550;          2016;             10;              123;             32;       20161019;                1;    292;eor;                                                                            
        1550;          2017;             10;              123;              4;       20170510;                1;    130;eor;                                                                            
        1550;          2017;             10;              123;             31;       20170926;                1;    269;eor;                                                                            
        1550;          2017;             10;              123;             32;       20171002;                1;    275;eor;                                                                            
        1550;          2018;             10;              123;              4;       20180419;                1;    109;eor;                                                                            
        1580;          2016;             10;              123;             31;       20161025;                1;    298;eor;                                                                            
        1580;          2016;             10;              123;             32;       20161106;                1;    310;eor;                                                                            
        1580;          2017;             10;              123;              4;       20170408;                1;     98;eor;                                                                            
        1580;          2017;             10;              123;             31;       20171019;                1;    292;eor;                                                                            
        1580;          2017;             10;              123;             32;       20171105;                1;    309;eor;                                                                            
        1580;          2018;             10;              123;              4;       20180413;                1;    103;eor;                                                                            
        1580;          2018;             10;              123;             31;       20181101;                1;    305;eor;                                                                            
        1580;          2018;             10;              123;             32;       20181111;                1;    315;eor;                                                                            
        1612;          2016;             10;              123;             31;       20161020;                1;    293;eor;                                                                            
        1612;          2016;             10;              123;             32;       20161102;                1;    306;eor;                                                                            
        1612;          2017;             10;              123;              4;       20170430;                1;    120;eor;                                                                            
        1612;          2017;             10;              123;             31;       20171002;                1;    275;eor;                                                                            
        1612;          2017;             10;              123;             32;       20171015;                1;    288;eor;                                                                            
        1612;          2018;             10;              123;             31;       20180929;                1;    272;eor;                                                                            
        1612;          2018;             10;              123;             32;       20181008;                1;    281;eor;                                                                            
        1684;          2016;             10;              123;             31;       20161004;                1;    277;eor;                                                                            
        1684;          2016;             10;              123;             32;       20161109;                1;    313;eor;                                                                            
        1684;          2017;             10;              123;              4;       20170425;                1;    115;eor;                                                                            
        1684;          2017;             10;              123;             31;       20170929;                1;    272;eor;                                                                            
        1684;          2017;             10;              123;             32;       20171006;                1;    279;eor;                                                                            
        1684;          2018;             10;              123;              4;       20180423;                1;    113;eor;                                                                            
        1684;          2018;             10;              123;             31;       20181003;                1;    276;eor;                                                                            
        1684;          2018;             10;              123;             32;       20181027;                1;    300;eor;                                                                            
        1766;          2016;             10;              123;             31;       20161025;                1;    298;eor;                                                                            
        1766;          2016;             10;              123;             32;       20161111;                1;    315;eor;                                                                            
        1766;          2017;             10;              123;              4;       20170505;                1;    125;eor;                                                                            
        1766;          2017;             10;              123;             31;       20171005;                1;    278;eor;                                                                            
        1766;          2017;             10;              123;             32;       20171101;                1;    305;eor;                                                                            
        1766;          2018;             10;              123;              4;       20180417;                1;    107;eor;                                                                            
        1766;          2018;             10;              123;             31;       20181021;                1;    294;eor;                                                                            
        1766;          2018;             10;              123;             32;       20181103;                1;    307;eor;                                                                            
        1780;          2016;             10;              123;              4;       20160509;                1;    129;eor;                                                                            
        1780;          2016;             10;              123;             31;       20161017;                1;    290;eor;                                                                            
        1780;          2016;             10;              123;             32;       20161028;                1;    301;eor;                                                                            
        1780;          2017;             10;              123;              4;       20170514;                1;    134;eor;                                                                            
        1780;          2017;             10;              123;             31;       20171014;                1;    287;eor;                                                                            
        1780;          2017;             10;              123;             32;       20171021;                1;    294;eor;                                                                            
        1780;          2018;             10;              123;              4;       20180420;                1;    110;eor;                                                                            
        1780;          2018;             10;              123;             31;       20181013;                1;    286;eor;                                                                            
        1780;          2018;             10;              123;             32;       20181019;                1;    292;eor;                                                                            
        2034;          2016;             10;              123;              4;       20160501;                1;    121;eor;                                                                            
        2034;          2016;             10;              123;             31;       20161030;                1;    303;eor;                                                                            
        2034;          2016;             10;              123;             32;       20161108;                1;    312;eor;                                                                            
        2034;          2017;             10;              123;              4;       20170427;                1;    117;eor;                                                                            
        2034;          2017;             10;              123;             31;       20171031;                1;    304;eor;                                                                            
        2034;          2017;             10;              123;             32;       20171117;                1;    321;eor;                                                                            
        2034;          2018;             10;              123;              4;       20180425;                1;    115;eor;                                                                            
        2034;          2018;             10;              123;             31;       20181029;                1;    302;eor;                                                                            
        2034;          2018;             10;              123;             32;       20181118;                1;    322;eor;                                                                            
        2228;          2016;             10;              123;              4;       20160508;                1;    128;eor;                                                                            
        2228;          2016;             10;              123;             31;       20161015;                1;    288;eor;                                                                            
        2228;          2016;             10;              123;             32;       20161102;                1;    306;eor;                                                                            
        2228;          2017;             10;              123;             31;       20171011;                1;    284;eor;                                                                            
        2228;          2017;             10;              123;             32;       20171019;                1;    292;eor;                                                                            
        2228;          2018;             10;              123;              4;       20180429;                1;    119;eor;                                                                            
        2228;          2018;             10;              123;             31;       20181009;                1;    282;eor;                                                                            
        2228;          2018;             10;              123;             32;       20181026;                1;    299;eor;                                                                            
        2290;          2016;             10;              123;             31;       20160928;                1;    271;eor;                                                                            
        2290;          2016;             10;              123;             32;       20161105;                1;    309;eor;                                                                            
        2290;          2017;             10;              123;              4;       20170511;                1;    131;eor;                                                                            
        2290;          2017;             10;              123;             31;       20170923;                1;    266;eor;                                                                            
        2290;          2017;             10;              123;             32;       20171028;                1;    301;eor;                                                                            
        2290;          2018;             10;              123;              4;       20180420;                1;    110;eor;                                                                            
        2290;          2018;             10;              123;             31;       20181005;                1;    278;eor;                                                                            
        2290;          2018;             10;              123;             32;       20181123;                1;    327;eor;                                                                            
        2290;          2019;              1;              123;              4;       20190424;                1;    114;eor;                                                                            
        2354;          2016;             10;              123;              4;       20160425;                1;    115;eor;                                                                            
        2354;          2016;             10;              123;             31;       20161029;                1;    302;eor;                                                                            
        2354;          2016;             10;              123;             32;       20161104;                1;    308;eor;                                                                            
        2354;          2017;             10;              123;              4;       20170507;                1;    127;eor;                                                                            
        2354;          2017;             10;              123;             31;       20171103;                1;    307;eor;                                                                            
        2354;          2017;             10;              123;             32;       20171113;                1;    317;eor;                                                                            
        2354;          2018;             10;              123;              4;       20180424;                1;    114;eor;                                                                            
        2354;          2018;             10;              123;             31;       20181028;                1;    301;eor;                                                                            
        2354;          2018;             10;              123;             32;       20181115;                1;    319;eor;                                                                            
        2483;          2016;             10;              123;              4;       20160507;                1;    127;eor;                                                                            
        2483;          2016;             10;              123;             31;       20161004;                1;    277;eor;                                                                            
        2483;          2016;             10;              123;             32;       20161024;                1;    297;eor;                                                                            
        2483;          2017;             10;              123;              4;       20170510;                1;    130;eor;                                                                            
        2483;          2017;             10;              123;             31;       20171001;                1;    274;eor;                                                                            
        2483;          2017;             10;              123;             32;       20171021;                1;    294;eor;                                                                            
        2667;          2016;             10;              123;             31;       20161020;                1;    293;eor;                                                                            
        2667;          2017;             10;              123;              4;       20170330;                1;     89;eor;                                                                            
        2667;          2017;             10;              123;             31;       20171106;                1;    310;eor;                                                                            
        2667;          2017;             10;              123;             32;       20171118;                1;    322;eor;                                                                            
        2667;          2018;             10;              123;              4;       20180409;                1;     99;eor;                                                                            
        2667;          2018;             10;              123;             31;       20180929;                1;    272;eor;                                                                            
        2667;          2019;              1;              123;              4;       20190414;                1;    104;eor;                                                                            
        2712;          2016;             10;              123;             31;       20161019;                1;    292;eor;                                                                            
        2712;          2016;             10;              123;             32;       20161031;                1;    304;eor;                                                                            
        2712;          2017;             10;              123;              4;       20170414;                1;    104;eor;                                                                            
        2712;          2017;             10;              123;             31;       20171015;                1;    288;eor;                                                                            
        2712;          2017;             10;              123;             32;       20171029;                1;    302;eor;                                                                            
        2712;          2018;             10;              123;              4;       20180417;                1;    107;eor;                                                                            
        2712;          2018;             10;              123;             31;       20181011;                1;    284;eor;                                                                            
        2712;          2018;             10;              123;             32;       20181102;                1;    306;eor;                                                                            
        2712;          2019;              1;              123;              4;       20190420;                1;    110;eor;                                                                            
        2895;          2016;             10;              123;             31;       20161008;                1;    281;eor;                                                                            
        2895;          2016;             10;              123;             32;       20161025;                1;    298;eor;                                                                            
        2895;          2017;             10;              123;              4;       20170331;                1;     90;eor;                                                                            
        2895;          2017;             10;              123;             31;       20170922;                1;    265;eor;                                                                            
        2895;          2017;             10;              123;             32;       20171017;                1;    290;eor;                                                                            
        2895;          2018;             10;              123;              4;       20180415;                1;    105;eor;                                                                            
        2895;          2018;             10;              123;             31;       20181009;                1;    282;eor;                                                                            
        2932;          2016;             10;              123;             31;       20161018;                1;    291;eor;                                                                            
        2932;          2016;             10;              123;             32;       20161104;                1;    308;eor;                                                                            
        2932;          2017;             10;              123;              4;       20170414;                1;    104;eor;                                                                            
        2932;          2017;             10;              123;             31;       20171018;                1;    291;eor;                                                                            
        2932;          2017;             10;              123;             32;       20171030;                1;    303;eor;                                                                            
